,Unnamed: 0,dob,photo_taken,full_path,gender,name,face_location,face_score,second_face_score,date_of_birth,age
18904,53449,704000,1951,['27/44847027_1927-06-27_1951.jpg'],1.0,['Jack Lininger'],[[ 81.19628027  71.11074524 171.45409558 161.36856055]],4.19231762367363,,1927,24
9172,25715,723194,2013,['71/21415871_1980-01-14_2013.jpg'],1.0,['Alex Belfield'],[[161.18731    117.45895272 291.52238181 247.79402454]],3.9685027257136967,,1980,33
21475,60475,724345,2011,['95/36918595_1983-03-10_2011.jpg'],0.0,['Janet Mock'],[[197.85571069  62.23140959 308.23704796 172.61274686]],4.079409213355241,,1983,28
11696,32892,721270,2006,['60/2251860_1974-10-08_2006.jpg'],1.0,['Martin Henderson'],[[ 43.14797099 128.20391298 233.90384046 318.95978245]],5.300134382144701,,1974,32
17908,50757,714707,2011,['12/308212_1956-10-19_2011.jpg'],1.0,['Grover Norquist'],[[150.2690248   86.24515703 341.4606281  277.43676033]],4.16666546735954,,1956,55
8554,23822,700175,1947,['53/183753_1917-01-05_1947.jpg'],0.0,['Jane Wyman'],[[128.92773554 128.92773554 320.11933885 320.11933885]],4.616008348283052,,1917,30
327,965,726986,2011,['01/21086401_1990-06-02_2011.jpg'],1.0,['Sebastián Saavedra'],[[114.85794914  82.20882081 261.19302661 228.54389828]],4.175675329800933,,1990,21
14803,41776,727090,2012,['78/36600678_1990-09-14_2012.jpg'],1.0,['Eivind Henriksen'],[[127.51353519 127.51353519 289.63093757 289.63093757]],4.2686761073750565,,1990,22
12621,35476,716871,2010,['34/26525334_1962-09-22_2010.jpg'],1.0,['Mark Miller'],[[165.02440385  20.97805048 226.35855529  82.31220192]],3.5690467754215462,,1962,48
21179,59723,718123,2015,['77/159277_1966-02-25_2015.jpg'],1.0,['Alexis Denisof'],[[ 65.57469135 162.61672838 355.82080244 452.86283947]],4.765216883573312,,1966,49
10673,30026,714052,1974,['43/37490343_1955-01-03_1974.jpg'],0.0,['Ans Dekker'],[[320.10785971  86.54698675 389.26812159 155.70724864]],3.2123525248444462,,1955,19
11689,32869,723580,2010,['64/22502164_1981-02-03_2010.jpg'],1.0,['Jose Antonio Vargas'],[[ 70.21805336 208.89416008 381.35929348 520.0354002 ]],4.429479380569072,,1981,29
14615,41198,726788,2012,['69/35642069_1989-11-16_2012.jpg'],1.0,['Akiem Hicks'],[[209.9993901   75.64263932 343.35614089 208.9993901 ]],4.144115770769833,,1989,23
16086,45576,719305,2012,['69/3272069_1969-05-22_2012.jpg'],1.0,['Jörg Roßkopf'],[[104.88708004 174.2251334  416.02832016 485.36637352]],4.3914751562121115,,1969,43
3790,10588,725816,2014,['03/46180603_1987-03-20_2014.jpg'],1.0,['Andy McMillan'],[[177.996  63.244 271.232 156.48 ]],4.31583777574612,,1987,27
20662,58343,726621,2007,['23/8290823_1989-06-02_2007.jpg'],1.0,['Stephan Bender'],[[107.58644628  22.22128926 298.77804959 213.41289256]],4.538729546063789,,1989,18
2187,6059,727605,2013,['09/39060109_1992-02-11_2013.jpg'],1.0,['Wayne Blackshear'],[[110.094  40.43  199.04  129.376]],4.727556664362097,,1992,21
8087,22646,721575,2010,['62/2633662_1975-08-09_2010.jpg'],1.0,['Mahesh Babu'],[[139.33296955  83.90138173 263.30004214 207.86845432]],4.879003142204477,,1975,35
14944,42330,708467,2006,['55/17614155_1939-09-19_2006.jpg'],1.0,['Jerzy Bartmiński'],[[ 60.14696962 195.91147161 135.76450199 271.52900398]],3.1699295790646635,,1939,67
10679,30046,704950,1980,['66/3749866_1930-02-01_1980.jpg'],0.0,['María Elena Walsh'],[[ 34.57940252 169.69701258 337.79402516 472.91163522]],3.991083302085512,,1930,50
16736,47323,721011,2006,['67/1574367_1974-01-22_2006.jpg'],1.0,['Cameron McConville'],[[105.72297868  42.60959147 294.52914029 231.41575309]],3.964387529459804,,1974,32
3537,9835,711710,2007,['31/3511331_1948-08-05_2007.jpg'],1.0,['Efraim Zuroff'],[[221.16428563  74.13609521 330.81342844 183.78523802]],4.365141441832273,,1948,59
1386,3773,703875,1983,['67/35010867_1927-02-22_1983.jpg'],1.0,['William N. Small'],[[130.26938271  81.74836419 274.95243825 226.43141974]],5.431783573458412,,1927,56
15109,42764,722847,2013,['64/7762264_1979-02-01_2013.jpg'],0.0,['Rachelle Lefevre'],[[106.94984055  53.86592028 265.41960139 212.33568111]],4.5447097868961865,,1979,34
7353,20685,711029,1975,['54/1330654_1946-09-24_1975.jpg'],1.0,['Joe Greene'],[[ 84.09604568  70.17570473 208.8051142  194.88477326]],3.3357609031727185,,1946,29
6023,16962,717683,2006,['08/46259308_1964-12-12_2006.jpg'],1.0,['Herminio Díaz Zabala'],[[122.22159338 104.88708004 277.35221344 260.0177001 ]],4.22918479100471,,1964,42
5159,14447,725815,2011,['88/13213388_1987-03-19_2011.jpg'],1.0,['Miloš Teodosić'],[[177  81 248 152]],3.9551746219534487,,1987,24
10506,29594,717520,2009,['43/5647543_1964-07-02_2009.jpg'],1.0,['Doug Benson'],[[141.68 113.52 394.24 366.08]],4.023698051537214,,1964,45
13245,37317,708593,2008,['84/29586684_1940-01-23_2008.jpg'],1.0,['Armin Maiwald'],[[163.856  76.048 275.968 188.16 ]],4.702094994734307,,1940,68
10067,28218,719273,2013,['24/5449624_1969-04-20_2013.jpg'],1.0,['Felix Baumgartner'],[[ 80.52850783 200.00126958 438.06679308 557.53955483]],4.793689124566101,,1969,44
6843,19170,712715,1992,['64/903164_1951-05-07_1992.jpg'],1.0,['Rick Veitch'],[[137.62874346  57.79097644 239.51330106 159.67553404]],4.026737990958441,,1951,41
3964,11050,725163,2015,['64/3711564_1985-06-05_2015.jpg'],0.0,['Ekaterina Bychkova'],[[174.2251334  104.88708004 329.35575346 260.0177001 ]],3.9448670062687694,,1985,30
9182,25737,719125,2012,['01/2143101_1968-11-23_2012.jpg'],1.0,['Hamid Hassani'],[[149.70564175 112.51523131 316.11848873 278.92807829]],5.169816558466731,,1968,44
11739,33002,709815,2009,['82/22577682_1943-05-29_2009.jpg'],0.0,['Nina Karin Monsen'],[[ 96.34257833 167.99951208 310.51337958 382.17031333]],3.3040193929584647,,1943,66
12257,34424,726720,2012,['62/34564962_1989-09-09_2012.jpg'],1.0,['Kim In-sung'],[[ 68.58258798  85.57573498 220.91091094 237.90405794]],3.753742034444867,,1989,23
1905,5269,724092,2011,['13/18046513_1982-06-30_2011.jpg'],1.0,['Thomas Gebauer'],[[106.09986303 106.09986303 263.55965757 263.55965757]],4.063723235674647,,1982,29
11743,33015,724232,2005,['60/2258060_1982-11-17_2005.jpg'],1.0,['Andriy Serdinov'],[[28.36799708 28.36799708 91.1884905  91.1884905 ]],3.6463623527811646,,1982,23
19965,56338,695351,1940,['48/1093948_1903-10-22_1940.jpg'],1.0,['Curly Howard'],[[ 62.96106438  31.76053219 202.80345923 171.60292704]],3.4267552279708284,,1903,37
11433,32175,726628,2013,['16/21534416_1989-06-09_2013.jpg'],1.0,['Matthew Lowton'],[[176.88  57.2  239.36 119.68]],3.5396838650510265,,1989,24
6841,19165,720814,2006,['31/8039431_1973-07-09_2006.jpg'],1.0,['Enrique Murciano'],[[ 62.89010063 125.04420126 341.84755346 404.00165409]],4.962575590159438,,1973,33
7175,20117,724190,2010,['27/12382427_1982-10-06_2010.jpg'],1.0,['Hideki Mutoh'],[[196.9976309  147.96822317 416.74996566 367.72055794]],3.3746529906959264,,1982,28
12973,36566,711955,1982,['86/1850686_1949-04-07_1982.jpg'],0.0,['Patricia Paay'],[[145.462  73.014 307.904 235.456]],5.320008377109155,,1949,33
143,429,713934,2013,['77/3007277_1954-09-07_2013.jpg'],1.0,['Michael Emerson'],[[104.88708004 139.55610672 416.02832016 450.69734684]],4.810947186940887,,1954,59
6624,18638,718142,2009,['82/10329482_1966-03-16_2009.jpg'],1.0,['Mark Cohon'],[[239.79836266  87.69576824 336.79860193 184.69600751]],3.0328224922687053,,1966,43
6697,18815,726838,2009,['98/20374498_1990-01-05_2009.jpg'],1.0,['Ralph Sampson III'],[[253.76   94.016 372.736 212.992]],3.4577641836420625,,1990,19
18649,52752,721356,2011,['62/3382262_1975-01-02_2011.jpg'],1.0,['Oleksandr Shovkovskiy'],[[249.65144331 146.7611909  325.81913261 222.92888021]],3.299098756285745,,1975,36
5582,15510,711256,2013,['69/4421469_1947-05-09_2013.jpg'],1.0,['Michael Levitt'],[[115.24513741  92.37210993 320.22238474 297.34935726]],4.872252869924209,,1947,66
13306,37508,724115,2015,['55/5950855_1982-07-23_2015.jpg'],1.0,['Paul Wesley'],[[ 61.24228141 151.78570353 331.99254776 422.53596987]],5.048341496709731,,1982,33
20350,57429,726794,2014,['70/41901070_1989-11-22_2014.jpg'],0.0,['Sarah Walker'],[[111.11053944  95.35189094 252.13837585 236.37972736]],5.004847966913483,,1989,25
970,2654,717926,2013,['24/630124_1965-08-12_2013.jpg'],1.0,['Peter Krause'],[[ 57.2  113.52 309.76 366.08]],4.523352102391951,,1965,48
6805,19089,687680,1940,['34/5034_1882-10-20_1940.jpg'],1.0,['Bela Lugosi'],[[ 74.884  99.588 296.448 321.152]],3.6143852030142782,,1882,58
20186,56985,723878,2007,['98/9090998_1981-11-28_2007.jpg'],1.0,['Roel Brouwers'],[[ 91.42342212 121.60456282 362.17368846 392.35482917]],4.602648490746169,,1981,26
12826,36143,724630,2012,['33/17553333_1983-12-20_2012.jpg'],0.0,['Shonali Nagrani'],[[171.61031405  96.91580165 266.76611571 192.07160331]],3.690848076647844,,1983,29
20990,59209,698772,1942,['98/149798_1913-03-04_1942.jpg'],1.0,['John Garfield'],[[160.17701567 120.35276175 338.50615829 298.68190437]],3.216085570693897,,1913,29
15612,44163,704098,1987,['40/30748940_1927-10-03_1987.jpg'],1.0,['Paul Reynard'],[[183.92  71.28 309.76 197.12]],3.4365567176973024,,1927,60
20663,58344,722898,2008,['83/8290983_1979-03-24_2008.jpg'],0.0,['Jud Tylor'],[[109.22095977 109.22095977 303.48348736 303.48348736]],4.7082395174521485,,1979,29
14845,41881,703698,1959,['02/3664302_1926-08-29_1959.jpg'],1.0,['Don Doll'],[[ 74.75468553  28.30800708 157.91870676 111.4720283 ]],4.560729624224006,,1926,33
6715,18856,728903,2013,['87/30315887_1995-09-01_2013.jpg'],1.0,['Nathan MacKinnon'],[[189.152  83.168 294.4   188.416]],3.691440120163416,,1995,18
9533,26735,730316,2015,['68/42407568_1999-07-15_2015.jpg'],0.0,['Seda Tutkhalyan'],[[192.93605256  44.56098344 241.79640893  93.42133982]],3.3006109881621795,,1999,16
2093,5801,721920,2014,['35/19032335_1976-07-19_2014.jpg'],1.0,['Marc Horowitz'],[[171.61031405 224.96353719 266.76611571 320.11933885]],3.8645845803951433,,1976,38
14916,42242,719615,2011,['10/666910_1970-03-28_2011.jpg'],1.0,['Vince Vaughn'],[[128.92773554  86.24515703 320.11933885 277.43676033]],4.7553964778623286,,1970,41
20435,57666,724855,2009,['17/12913217_1984-08-01_2009.jpg'],1.0,['Francesco Gavazzi'],[[106.6189485  106.6189485  296.40505579 296.40505579]],4.656139871951124,,1984,25
15630,44244,706243,2005,['54/407054_1933-08-17_2005.jpg'],1.0,['Gene Kranz'],[[ 84.84850629  34.17940252 160.45216195 109.78305818]],3.829722213126825,,1933,72
11590,32623,713381,2007,['10/615810_1953-03-03_2007.jpg'],1.0,['Zico'],[[120.42822292  90.57116719 388.14172448 358.28466875]],3.9646647589973303,,1953,54
18515,52403,706893,2007,['62/928762_1935-05-29_2007.jpg'],1.0,['André Brink'],[[159.39191899 114.13708499 362.03867197 316.78383797]],3.441207019513945,,1935,72
7641,21476,727703,2011,['23/24303323_1992-05-19_2011.jpg'],0.0,['Heather Watson'],[[132.25104521 158.52525425 367.83892658 394.11313563]],4.733620925371653,,1992,19
10086,28266,716348,2008,['56/7447956_1961-04-17_2008.jpg'],0.0,['Rebecca Luker'],[[152.03889054  71.93630143 231.40747964 151.30489054]],3.5413060348451446,,1961,47
10870,30592,727553,2013,['50/38478050_1991-12-21_2013.jpg'],1.0,['Riccardo Saponara'],[[153.27460107 218.62857296 348.55451673 413.90848862]],4.1335733864789805,,1991,22
15897,45017,725779,2015,['97/41745197_1987-02-11_2015.jpg'],1.0,['Ayaz Samoo'],[[181.96684423  76.33285176 316.9019774  211.26798494]],4.203132947170288,,1987,28
17359,49247,722149,2011,['31/6778331_1977-03-05_2011.jpg'],0.0,['Fifi Box'],[[122.5731502   58.01712951 186.4951709  121.9391502 ]],3.4659830609602884,,1977,34
20870,58881,704315,1950,['38/43959138_1928-05-07_1950.jpg'],1.0,['Jack Nix'],[[  1.         146.50879038 436.52637115 582.03516154]],4.774135737716689,,1928,22
4865,13605,722669,2012,['10/612910_1978-08-07_2012.jpg'],1.0,['Vanness Wu'],[[198.   127.6  323.84 253.44]],3.4182837174220086,,1978,34
5414,15091,720963,2007,['57/1421957_1973-12-05_2007.jpg'],0.0,['Shalom Harlow'],[[155.76  99.44 281.6  225.28]],4.684032200039502,,1973,34
9112,25540,724203,2009,['57/11425957_1982-10-19_2009.jpg'],1.0,['Atom Araullo'],[[ 85.36  85.36 337.92 337.92]],5.721080733320682,,1982,27
14352,40486,719599,2007,['24/246124_1970-03-12_2007.jpg'],1.0,['Dave Eggers'],[[130.66885005  52.66354002 364.02478014 286.01947011]],3.0444483851688395,,1970,37
5808,16337,703582,1950,['42/45268542_1926-05-05_1950.jpg'],0.0,['Vera Franceschi'],[[ 52.3343132  103.91662641 283.70272263 335.28503583]],4.1973564274896695,,1926,24
21881,61615,727830,2013,['58/38908558_1992-09-23_2013.jpg'],0.0,['Navneet Kaur Dhillon'],[[115.76211054 130.13462436 244.3327349  258.70524872]],4.886197122039988,,1992,21
2756,7556,721498,2010,['05/1211405_1975-05-24_2010.jpg'],1.0,['Will Sasso'],[[ 97.92203703  97.92203703 388.16814812 388.16814812]],3.6793692749528746,,1975,35
18158,51441,710777,1970,['66/3181066_1946-01-15_1970.jpg'],1.0,['Bobby Bloom'],[[139.748 167.524 388.864 416.64 ]],3.9923246566011064,,1946,24
981,2680,712165,2009,['78/730578_1949-11-03_2009.jpg'],0.0,['Anna Wintour'],[[138.11816489 138.11816489 343.09541222 343.09541222]],3.031009031825516,,1949,60
15500,43802,724805,2008,['39/10705739_1984-06-12_2008.jpg'],1.0,['Davide Viganò'],[[107.58644628 107.58644628 298.77804959 298.77804959]],3.4585756051490426,,1984,24
830,2308,720534,2006,['60/2306160_1972-10-02_2006.jpg'],1.0,['Martin de Knijff'],[[ 64.61973699  64.61973699 255.99094798 255.99094798]],4.376274365712587,,1972,34
9780,27407,728215,2013,['00/43421700_1993-10-13_2013.jpg'],1.0,['Zinho Gano'],[[130.26938271  65.57469135 274.95243825 210.2577469 ]],5.268041373797415,,1993,20
14506,40869,713767,2014,['43/1561643_1954-03-24_2014.jpg'],0.0,['Jo Shapcott'],[[255.3953472   85.5717824  363.90763886 194.08407406]],3.8552194083144813,,1954,60
2818,7728,723396,2005,['87/22101287_1980-08-03_2005.jpg'],1.0,['Krystian Długopolski'],[[170.1928679  229.13021325 235.74938142 294.68672678]],3.340805576434553,,1980,25
20736,58524,724053,2006,['12/239012_1982-05-22_2006.jpg'],1.0,['Apolo Ohno'],[[160.22389123 115.56952168 216.89265207 172.23828252]],3.389480486843625,,1982,24
2058,5696,725956,2012,['55/780055_1987-08-07_2012.jpg'],1.0,['Sidney Crosby'],[[199.39507574 100.14753787 347.36638255 248.11884468]],4.658370770381458,,1987,25
10547,29695,720824,2012,['89/1741789_1973-07-19_2012.jpg'],1.0,['John Avlon'],[[141.68 127.6  267.52 253.44]],4.015253547982886,,1973,39
270,843,712347,2008,['20/2101520_1950-05-04_2008.jpg'],1.0,['Anghel Iordănescu'],[[ 77.22182491  44.3650428  175.23617122 142.37938911]],4.6160744005250125,,1950,58
12305,34570,723276,2015,['60/5454460_1980-04-05_2015.jpg'],0.0,['Alberta Brianti'],[[ 85.36  57.2  211.2  183.04]],3.3304110443156407,,1980,35
2219,6141,726456,2013,['24/5901324_1988-12-19_2013.jpg'],1.0,['Alexis Sánchez'],[[ 51.74  128.156 280.192 356.608]],3.929699557657476,,1988,25
9605,26905,720940,2012,['73/624773_1973-11-12_2012.jpg'],0.0,['Radha Mitchell'],[[130.26938271  81.74836419 274.95243825 226.43141974]],4.384784748630587,,1973,39
2137,5926,720560,2009,['21/29039721_1972-10-28_2009.jpg'],1.0,['David James'],[[141.68 127.6  267.52 253.44]],3.2168158115634027,,1972,37
14128,39872,724622,2008,['07/23654707_1983-12-12_2008.jpg'],1.0,['Nikola Ignjatijević'],[[107.97483001  43.565532   203.96277701 139.55347901]],3.3947933393661027,,1983,25
15569,43998,726879,2012,['16/20747516_1990-02-15_2012.jpg'],1.0,['Fidel Martínez'],[[183.92  85.36 309.76 211.2 ]],4.0863793412543545,,1990,22
16497,46715,709739,1964,['61/14726761_1943-03-14_1964.jpg'],1.0,['Cosimo Pinto'],[[ 98.93881545 123.45351931 318.69115021 343.20585407]],4.194524996298481,,1943,21
1651,4519,721539,2010,['75/5606675_1975-07-04_2010.jpg'],1.0,['John Lloyd Young'],[[167.99951208  96.34257833 382.17031333 310.51337958]],5.383694610063689,,1975,35
20826,58766,720708,2000,['88/3396288_1973-03-25_2000.jpg'],0.0,['Alexandra Quinn'],[[ 11.83162339 103.20461051 114.2162339  205.58922103]],3.5128436038441984,,1973,27
2310,6381,704867,1967,['72/10195272_1929-11-10_1967.jpg'],1.0,['Wout Wagtmans'],[[ 91.42342212 212.14798494 362.17368846 482.89825128]],4.676169668046958,,1929,38
16207,45959,701940,1953,['71/627771_1921-11-05_1953.jpg'],1.0,['Mike Goliat'],[[ 33.174  55.062 131.328 153.216]],4.133683011934373,,1921,32
12159,34172,725647,2011,['09/14585609_1986-10-02_2011.jpg'],0.0,['Raquel Beezley'],[[123.45351931 123.45351931 343.20585407 343.20585407]],5.331066222469016,,1986,25
14646,41320,700743,1961,['40/456240_1918-07-27_1961.jpg'],1.0,['Leonard Rose'],[[156.05668979  72.45693375 262.74209042 179.14233438]],3.365103870843732,,1918,43
10762,30242,704262,2009,['67/18425667_1928-03-15_2009.jpg'],1.0,['Nellie King'],[[167.99951208  96.34257833 382.17031333 310.51337958]],3.3902261209756244,,1928,81
40,105,714236,2005,['31/1005131_1955-07-06_2005.jpg'],1.0,['Rick Braun'],[[147.79306094  51.59067494 198.06373588 101.86134988]],3.056615300266259,,1955,50
913,2510,724862,2013,['35/33094035_1984-08-08_2013.jpg'],1.0,['Owen Jones'],[[169.354  75.594 337.536 243.776]],4.0800084686168665,,1984,29
18792,53124,726562,2007,['19/14852919_1989-04-04_2007.jpg'],0.0,['Kateřina Sokolová'],[[100.86106537  45.08269572 150.60159805  94.8232284 ]],4.170174872657888,,1989,18
17037,48192,726088,2013,['67/36702767_1987-12-17_2013.jpg'],0.0,['Maryna Arzamasava'],[[206.58050481  96.83090224 267.51465625 157.76505369]],3.340860366467893,,1987,26
11140,31384,723896,2014,['84/10547584_1981-12-16_2014.jpg'],1.0,['Brandin Knight'],[[169.84  57.2  295.68 183.04]],3.5414212512066885,,1981,33
14714,41521,721183,2011,['66/956166_1974-07-13_2011.jpg'],0.0,['Deborah Cox'],[[ 46.62605496 115.24513741 251.6033023  320.22238474]],5.672462174743098,,1974,37
11492,32354,721736,2006,['10/31554510_1976-01-17_2006.jpg'],0.0,['Aga Zaryan'],[[187.43232017  37.95846403 298.94771226 149.47385613]],3.665978507603461,,1976,30
15733,44557,725058,2015,['89/11746989_1985-02-20_2015.jpg'],1.0,['Charlie Kimball'],[[ 43.56257851 171.61031405 426.82578513 554.87352067]],3.675963053097853,,1985,30
17159,48749,709472,1974,['16/8673216_1942-06-20_1974.jpg'],1.0,['Homayoun Behzadi'],[[ 22.58564946  44.79929893 122.17507204 144.38872151]],5.006800243100277,,1942,32
11317,31892,725303,2013,['78/6054878_1985-10-23_2013.jpg'],1.0,['Mohammed Abdellaoue'],[[115.24513741 138.11816489 320.22238474 343.09541222]],4.235515268473042,,1985,28
9550,26775,727789,2013,['23/42444423_1992-08-13_2013.jpg'],1.0,['Damien Howson'],[[ 42.45000499 105.32701246 230.54902742 293.4260349 ]],4.691328133648868,,1992,21
4567,12734,697902,1940,['18/40227618_1910-10-16_1940.jpg'],1.0,['Douglas Walton'],[[ 84.76089716  67.92151773 235.75131204 218.91193261]],4.109787729217027,,1910,30
1706,4665,710455,2013,['11/1703011_1945-02-27_2013.jpg'],1.0,['Daniel Olbrychski'],[[ 91.42342212 151.78570353 362.17368846 422.53596987]],3.618861092600168,,1945,68
16722,47295,718691,2003,['23/1572623_1967-09-16_2003.jpg'],1.0,['Bernie Parmalee'],[[ 93.45861882  25.82325968 169.08839786 101.45303871]],3.380046796235153,,1967,36
19844,56015,727849,2010,['61/29862961_1992-10-12_2010.jpg'],1.0,['Jared Polec'],[[203.05091048  49.40101852 274.95243825 121.30254629]],3.0324181922879,,1992,18
20102,56756,722048,2010,['20/30987220_1976-11-24_2010.jpg'],0.0,['Stephanie zu Guttenberg'],[[128.92773554 128.92773554 320.11933885 320.11933885]],3.118817611701896,,1976,34
3197,8781,729276,2014,['71/43173971_1996-09-08_2014.jpg'],0.0,['Esra Özkan'],[[178.79040122  97.92203703 250.69192899 169.8235648 ]],3.2080231184228976,,1996,18
17797,50448,722892,2011,['46/1084346_1979-03-18_2011.jpg'],1.0,['Adam Levine'],[[121.60456282 197.05741458 256.53969599 331.99254776]],3.486843500905025,,1979,32
9015,25219,706426,2010,['86/4040386_1934-02-16_2010.jpg'],1.0,['Ken Brown'],[[ 89.39239776  59.84493184 354.56959104 325.02212512]],4.651000017048362,,1934,76
476,1392,719696,2015,['61/1203461_1970-06-17_2015.jpg'],1.0,['Will Forte'],[[ 38.03734277 112.3520283  371.57342767 445.88811321]],3.863208775585319,,1970,45
15340,43409,703546,1995,['73/1966073_1926-03-30_1995.jpg'],1.0,['Anthony Smith'],[[121.09131256  91.02298442 390.88826583 360.81993768]],4.200657856082636,,1926,69
4822,13486,705819,1952,['03/41247303_1932-06-19_1952.jpg'],0.0,['Willy Lust'],[[130.93069969 130.93069969 297.25874214 297.25874214]],4.1433055090883615,,1932,20
5087,14269,720888,2011,['62/42267062_1973-09-21_2011.jpg'],0.0,['Filippa Lagerbäck'],[[ 69.40900321 110.73640514 192.86120899 234.18861092]],4.0189427582543855,,1973,38
16135,45757,727376,2015,['88/42716688_1991-06-27_2015.jpg'],1.0,['Davide Villella'],[[139.55610672 104.88708004 294.68672678 260.0177001 ]],5.303909106341802,,1991,24
3312,9113,715283,1990,['62/24186862_1958-05-18_1990.jpg'],1.0,['Peter Croft'],[[187.61907237  68.54075359 340.22376795 221.14544917]],4.0414880002199975,,1958,32
6282,17678,718715,2009,['35/18268435_1967-10-10_2009.jpg'],1.0,['Robert Livingstone'],[[ 83.6  32.4 140.8  89.6]],4.165185038284427,,1967,42
16768,47423,699560,1961,['85/2570785_1915-05-01_1961.jpg'],0.0,['Khin Myo Chit'],[[  0.88       128.92773554 384.14320662 512.19094216]],3.714618330435025,,1915,46
11491,32353,715575,1986,['44/31552544_1959-03-06_1986.jpg'],0.0,['Faryion Wardrip'],[[ 84.73400644  84.73400644 235.56401802 235.56401802]],4.307182591817332,,1959,27
19099,53953,703772,1963,['77/35863977_1926-11-11_1963.jpg'],0.0,['Ninel Krutova'],[[ 53.91767045  47.96281818 107.1873409  101.23248863]],4.05388531217683,,1926,37
10233,28696,727962,2015,['74/45402974_1993-02-02_2015.jpg'],0.0,['María Ólafsdóttir'],[[146.44305555 114.09570987 291.12611109 258.77876541]],5.691407162161875,,1993,22
20898,59002,711414,2008,['18/539718_1947-10-14_2008.jpg'],1.0,['Nikolai Volkoff'],[[155.76  85.36 281.6  211.2 ]],4.023800757779728,,1947,61
16347,46337,719367,2011,['89/3375089_1969-07-23_2011.jpg'],1.0,['Andrew Cassels'],[[ 95.57903221  95.57903221 236.64758053 236.64758053]],3.5630565721769907,,1969,42
2069,5732,713185,2005,['79/88079_1952-08-19_2005.jpg'],1.0,['Jonathan Frakes'],[[139.43667158  62.37740959 277.41334316 200.35408117]],4.551241744582798,,1952,53
10222,28672,717057,2013,['62/35484762_1963-03-27_2013.jpg'],1.0,['Bedabrata Pain'],[[265.25491492  66.87322873 330.63614365 132.25445746]],4.103960517600022,,1963,50
13937,39345,717883,2010,['63/3261863_1965-06-30_2010.jpg'],0.0,['Anna Levandi'],[[179.48547817  90.17673909 312.5805868  223.27184772]],3.2820308502932765,,1965,45
11189,31526,723594,2014,['31/20540531_1981-02-17_2014.jpg'],1.0,['Pontus Segerström'],[[219.39178636  90.77897085 334.39332031 205.78050481]],3.893790223251736,,1981,33
650,1874,721628,2006,['29/42066129_1975-10-01_2006.jpg'],1.0,['Fabian Busch'],[[ 85.36 141.68 337.92 394.24]],4.590658806751738,,1975,31
8991,25111,723603,2010,['71/30412171_1981-02-26_2010.jpg'],0.0,['Sharon Van Etten'],[[155.08537861  39.33384465 270.08691256 154.33537861]],3.4415235529730173,,1981,29
4198,11717,726065,2013,['35/7816135_1987-11-24_2013.jpg'],1.0,['Jeremain Lens'],[[130.93069969  93.77335692 297.25874214 260.10139937]],5.519314641692951,,1987,26
6149,17295,726004,2009,['01/27260801_1987-09-24_2009.jpg'],0.0,['Brit Morgan'],[[114.44385562 163.13807946 259.70252713 308.39675097]],3.507307376369948,,1987,22
3781,10567,726523,2011,['66/4610166_1989-02-24_2011.jpg'],0.0,['Pernilla Winberg'],[[243.32   36.024 288.192  80.896]],3.5443283199006737,,1989,22
4099,11412,710527,2008,['45/28119845_1945-05-10_2008.jpg'],1.0,['Benjamin Isaac'],[[159.99393624  67.05730677 278.80988842 185.87325895]],4.493694208404424,,1945,63
9749,27294,728360,2012,['89/33419489_1994-03-07_2012.jpg'],1.0,['Igor Lichnovsky'],[[ 60.114  60.114 193.856 193.856]],5.7897102493895005,,1994,18
6233,17549,719377,2011,['71/772771_1969-08-02_2011.jpg'],1.0,['Fernando Couto'],[[ 90.11672002  57.57464001 162.71040004 130.16832003]],3.517543615751324,,1969,42
10099,28296,715895,2010,['02/154002_1960-01-20_2010.jpg'],1.0,['Will Wright'],[[182.666  70.794 307.648 195.776]],4.537594533587113,,1960,50
19538,55193,707048,1981,['66/4787166_1935-10-31_1981.jpg'],1.0,['Dale Brown'],[[ 75.658  23.53  127.424  75.296]],4.294749650994183,,1935,46
10998,30973,727318,2011,['23/29457423_1991-04-30_2011.jpg'],1.0,['Victor Pálsson'],[[129.38118237 129.38118237 273.07776254 273.07776254]],3.6598963282891672,,1991,20
21661,61007,719712,2010,['18/27966518_1970-07-03_2010.jpg'],1.0,['Andrew S.I.D. Lang'],[[58.24618751 40.14425392 90.50966799 72.40773439]],3.7815836995931975,,1970,40
8296,23161,720157,2009,['02/663402_1971-09-21_2009.jpg'],1.0,['Luke Wilson'],[[ 46.93   93.138 254.144 300.352]],6.128993952269763,,1971,38
6946,19433,700020,1941,['84/2134684_1916-08-03_1941.jpg'],1.0,['José Manuel Moreno'],[[ 31.12146226  91.92438679 304.01462264 364.81754717]],3.7114966998624617,,1916,25
10120,28361,718576,2008,['32/1546532_1967-05-24_2008.jpg'],1.0,['Eric Close'],[[ 85.36 141.68 337.92 394.24]],5.994360819222069,,1967,41
21314,60054,726082,2012,['97/35994097_1987-12-11_2012.jpg'],0.0,['Lauryn Eagle'],[[156.89062006 104.88708004 312.02124012 260.0177001 ]],5.088907858953911,,1987,25
13138,37019,726365,2011,['26/7857926_1988-09-19_2011.jpg'],0.0,['Katrina Bowden'],[[155.76  99.44 281.6  225.28]],5.023781782445602,,1988,23
